timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1732821790851,54,REST,500,Internal Server Error,FastAPI 1-3,text,false,,174,132809,10,10,http://149.165.174.52:8080/predict,,54,utf-8,1,1,ckn-instance-2,0,0
1732821790827,79,REST,500,Internal Server Error,FastAPI 1-1,text,false,,174,132849,10,10,http://149.165.174.52:8080/predict,,79,utf-8,1,1,ckn-instance-2,0,1
1732821790903,3,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-6,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821790904,3,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-7,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821790905,2,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-3,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821790906,1,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-1,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821790828,99,REST,200,OK,FastAPI 1-2,text,true,,407,132879,10,10,http://149.165.174.52:8080/predict,,99,UTF-8,1,0,ckn-instance-2,0,0
1732821790887,70,REST,200,OK,FastAPI 1-8,text,true,,405,132819,10,10,http://149.165.174.52:8080/predict,,70,UTF-8,1,0,ckn-instance-2,0,1
1732821790831,143,REST,200,OK,FastAPI 1-5,text,true,,406,132849,10,10,http://149.165.174.52:8080/predict,,143,UTF-8,1,0,ckn-instance-2,0,1
1732821790887,104,REST,200,OK,FastAPI 1-9,text,true,,407,132889,10,10,http://149.165.174.52:8080/predict,,104,UTF-8,1,0,ckn-instance-2,0,1
1732821790831,178,REST,200,OK,FastAPI 1-10,text,true,,407,132899,10,10,http://149.165.174.52:8080/predict,,178,UTF-8,1,0,ckn-instance-2,0,1
1732821790888,138,REST,200,OK,FastAPI 1-4,text,true,,406,132869,10,10,http://149.165.174.52:8080/predict,,138,UTF-8,1,0,ckn-instance-2,0,0
1732821790907,158,REST,200,OK,FastAPI 1-6,text,true,,401,132869,10,10,http://149.165.174.52:8080/predict,,158,UTF-8,1,0,ckn-instance-2,0,0
1732821790927,156,REST,200,OK,FastAPI 1-2,text,true,,406,132829,10,10,http://149.165.174.52:8080/predict,,156,UTF-8,1,0,ckn-instance-2,0,0
1732821790907,194,REST,200,OK,FastAPI 1-7,text,true,,407,132849,10,10,http://149.165.174.52:8080/predict,,194,UTF-8,1,0,ckn-instance-2,0,0
1732821790907,211,REST,200,OK,FastAPI 1-1,text,true,,405,132859,10,10,http://149.165.174.52:8080/predict,,211,UTF-8,1,0,ckn-instance-2,0,1
1732821790907,230,REST,200,OK,FastAPI 1-3,text,true,,407,132859,10,10,http://149.165.174.52:8080/predict,,230,UTF-8,1,0,ckn-instance-2,0,1
1732821790957,197,REST,200,OK,FastAPI 1-8,text,true,,407,132849,10,10,http://149.165.174.52:8080/predict,,197,UTF-8,1,0,ckn-instance-2,0,0
1732821791026,148,REST,200,OK,FastAPI 1-4,text,true,,407,132829,10,10,http://149.165.174.52:8080/predict,,148,UTF-8,1,0,ckn-instance-2,0,0
1732821790991,201,REST,200,OK,FastAPI 1-9,text,true,,406,132819,10,10,http://149.165.174.52:8080/predict,,201,UTF-8,1,0,ckn-instance-2,0,0
1732821790974,233,REST,500,Internal Server Error,FastAPI 1-5,text,false,,174,132819,10,10,http://149.165.174.52:8080/predict,,233,utf-8,1,1,ckn-instance-2,0,0
1732821791009,200,REST,500,Internal Server Error,FastAPI 1-10,text,false,,174,132889,10,10,http://149.165.174.52:8080/predict,,200,utf-8,1,1,ckn-instance-2,0,0
1732821791208,5,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-5,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821791209,5,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-10,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821791065,174,REST,200,OK,FastAPI 1-6,text,true,,405,132859,10,10,http://149.165.174.52:8080/predict,,174,UTF-8,1,0,ckn-instance-2,0,0
1732821791119,140,REST,200,OK,FastAPI 1-1,text,true,,407,132799,10,10,http://149.165.174.52:8080/predict,,140,UTF-8,1,0,ckn-instance-2,0,0
1732821791155,128,REST,200,OK,FastAPI 1-8,text,true,,407,132839,10,10,http://149.165.174.52:8080/predict,,128,UTF-8,1,0,ckn-instance-2,0,0
1732821791083,220,REST,200,OK,FastAPI 1-2,text,true,,406,132809,10,10,http://149.165.174.52:8080/predict,,220,UTF-8,1,0,ckn-instance-2,0,0
1732821791137,186,REST,200,OK,FastAPI 1-3,text,true,,407,132799,10,10,http://149.165.174.52:8080/predict,,186,UTF-8,1,0,ckn-instance-2,0,0
1732821791101,241,REST,200,OK,FastAPI 1-7,text,true,,406,132869,10,10,http://149.165.174.52:8080/predict,,241,UTF-8,1,0,ckn-instance-2,0,0
1732821791174,176,REST,500,Internal Server Error,FastAPI 1-4,text,false,,174,132799,10,10,http://149.165.174.52:8080/predict,,176,utf-8,1,1,ckn-instance-2,0,0
1732821791193,159,REST,500,Internal Server Error,FastAPI 1-9,text,false,,174,132809,10,10,http://149.165.174.52:8080/predict,,159,utf-8,1,1,ckn-instance-2,0,0
1732821791352,1,REST,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 149.165.174.52:8080 failed to respond,FastAPI 1-9,text,false,,2073,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821791350,3,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-4,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821791214,186,REST,200,OK,FastAPI 1-5,text,true,,403,132859,10,10,http://149.165.174.52:8080/predict,,186,UTF-8,1,0,ckn-instance-2,0,1
1732821791239,187,REST,200,OK,FastAPI 1-6,text,true,,406,132859,10,10,http://149.165.174.52:8080/predict,,187,UTF-8,1,0,ckn-instance-2,0,0
1732821791214,238,REST,200,OK,FastAPI 1-10,text,true,,406,132879,10,10,http://149.165.174.52:8080/predict,,238,UTF-8,1,0,ckn-instance-2,0,1
1732821791259,218,REST,200,OK,FastAPI 1-1,text,true,,407,132809,10,10,http://149.165.174.52:8080/predict,,218,UTF-8,1,0,ckn-instance-2,0,0
1732821791283,220,REST,200,OK,FastAPI 1-8,text,true,,404,132889,10,10,http://149.165.174.52:8080/predict,,220,UTF-8,1,0,ckn-instance-2,0,0
1732821791342,182,REST,200,OK,FastAPI 1-7,text,true,,406,132839,10,10,http://149.165.174.52:8080/predict,,182,UTF-8,1,0,ckn-instance-2,0,0
